,Title,Stars,Img_url,Price (pounds),id,Price (euros),Text,Text (es),Text (ch)
65,"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",5,../../media/cache/a5/b8/a5b8d2d5165a06fc762e8eaf8b04f98f.jpg,20.59,65,24.09,"""The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer"" is a book written by productivity expert Helene Segura. This book offers practical strategies to overcome common time-management challenges and increase productivity. Segura provides actionable tips, techniques, and tools to help readers optimize their time, reduce distractions, and prioritize tasks effectively. By emphasizing the importance of working smarter rather than longer, this book aims to help individuals achieve better work-life balance and become more efficient in their personal and professional lives.","""El asesino de la ineficiencia: tácticas de gestión del tiempo para trabajar de forma más inteligente, no por más tiempo"" es un libro escrito por la experta en productividad Helene Segura. Este libro ofrece estrategias prácticas para superar los desafíos comunes de la gestión del tiempo y aumentar la productividad. Segura proporciona consejos, técnicas y herramientas prácticos para ayudar a los lectores a optimizar su tiempo, reducir las distracciones y priorizar las tareas de forma eficaz. Al enfatizar la importancia de trabajar de manera más inteligente en lugar de por más tiempo, este libro tiene como objetivo ayudar a las personas a lograr un mejor equilibrio entre el trabajo y la vida personal y ser más eficientes en sus vidas personales y profesionales.",《低效率刺客：更聪明地工作而不是更长的时间管理策略》是生产力专家 Helene Segura 撰写的一本书。本书提供了克服常见时间管理挑战和提高生产力的实用策略。 Segura 提供了可操作的提示、技术和工具，帮助读者优化时间、减少干扰并有效地确定任务的优先顺序。本书强调更聪明地工作而不是更长时间地工作的重要性，旨在帮助个人实现更好的工作与生活平衡，并提高个人和职业生活的效率。
66,The Gutsy Girl: Escapades for Your Life of Epic Adventure,1,../../media/cache/73/cb/73cb1236d96f455d712516fffeae2304.jpg,37.13,66,43.44,"""The Gutsy Girl: Escapades for Your Life of Epic Adventure"" is a book by Caroline Paul that aims to inspire and empower young girls to embrace adventure and push their boundaries. Through personal stories, practical advice, and engaging activities, Paul encourages girls to take risks, face fears, and embrace the spirit of exploration. The book emphasizes the importance of resilience, courage, and self-confidence, offering a roadmap for young girls to lead lives full of exciting and fulfilling experiences. It encourages girls to step out of their comfort zones and embrace the joys and challenges of pursuing their passions and carving their own paths in life.","""The Gutsy Girl: Escapades for Your Life of Epic Adventure"" es un libro de Caroline Paul que tiene como objetivo inspirar y capacitar a las jóvenes para que abracen la aventura y superen sus límites. A través de historias personales, consejos prácticos y actividades interesantes, Paul anima a las niñas a correr riesgos, enfrentar miedos y abrazar el espíritu de exploración. El libro enfatiza la importancia de la resiliencia, el coraje y la confianza en sí mismas, y ofrece una hoja de ruta para que las jóvenes lleven vidas llenas de experiencias emocionantes y satisfactorias. Alienta a las niñas a salir de sus zonas de confort y aceptar las alegrías y los desafíos de perseguir sus pasiones y forjar sus propios caminos en la vida.",《勇敢的女孩：史诗般的冒险人生》是卡罗琳·保罗所著的一本书，旨在激励和授权年轻女孩拥抱冒险并突破自己的界限。通过个人故事、实用建议和引人入胜的活动，保罗鼓励女孩冒险、面对恐惧并拥抱探索精神。这本书强调了坚韧、勇气和自信的重要性，为年轻女孩提供了一个路线图，让她们过上充满兴奋和充实经历的生活。它鼓励女孩走出自己的舒适区，拥抱追求自己的激情并开辟自己的人生道路的乐趣和挑战。
67,The Electric Pencil: Drawings from Inside State Hospital No. 3,1,../../media/cache/b1/0f/b10faf0dee8994865437ffc79682dc2f.jpg,56.06,67,65.59,"""The Electric Pencil: Drawings from Inside State Hospital No. 3"" is a book featuring the artwork of an anonymous patient at State Hospital No. 3, a mental institution in Georgia. The book showcases a collection of intricate and captivating drawings created by the patient, offering a unique glimpse into the inner thoughts and experiences of someone within the confines of an institutional setting. The drawings, often featuring mystical and fantastical elements, reveal the artist's raw emotions, vivid imagination, and talent, while also shedding light on the challenges and complexities of mental health. The book serves as a powerful testament to the expressive abilities of art and the human capacity for creativity, even in the most difficult circumstances.","""El lápiz eléctrico: dibujos del interior del Hospital Estatal No. 3"" es un libro que presenta la obra de arte de un paciente anónimo en el Hospital Estatal No. 3, una institución mental en Georgia. El libro muestra una colección de dibujos intrincados y cautivadores creados por el paciente, que ofrecen una visión única de los pensamientos y experiencias internos de alguien dentro de los límites de un entorno institucional. Los dibujos, que a menudo presentan elementos místicos y fantásticos, revelan las emociones crudas, la vívida imaginación y el talento del artista, al tiempo que arrojan luz sobre los desafíos y las complejidades de la salud mental. El libro sirve como un poderoso testimonio de las habilidades expresivas del arte y la capacidad humana para la creatividad, incluso en las circunstancias más difíciles.",《电铅笔：第三州立医院内部图画》是一本以佐治亚州第三州立医院精神病院一位匿名患者的艺术作品为主题的书。这本书展示了患者创作的一系列错综复杂、引人入胜的图画，让人们能够以独特的方式了解机构环境中某人的内心想法和经历。这些画作通常具有神秘和奇幻的元素，揭示了艺术家的原始情感、生动的想象力和才华，同时也揭示了心理健康的挑战和复杂性。这本书有力地证明了艺术的表达能力和人类的创造力，即使在最困难的情况下也是如此。
68,The Death of Humanity: and the Case for Life,4,../../media/cache/3f/f6/3ff6fe5d0c5ca7ab2ed8b5971e299caa.jpg,58.11,68,67.99,"""The Death of Humanity: and the Case for Life"" is a thought-provoking book by philosopher and bioethicist Richard Weikart that explores the ethical and philosophical implications of various ideologies that reject the inherent value and dignity of human life. Weikart argues against perspectives such as atheism, social Darwinism, eugenics, and the redefinition of personhood that undermine the sanctity of human life. Through rigorous analysis and historical context, the book makes a compelling case for the preservation and protection of human life, highlighting the importance of acknowledging the intrinsic worth of every individual and upholding ethical considerations in society.","""La muerte de la humanidad: y el caso de la vida"" es un libro que invita a la reflexión del filósofo y bioético Richard Weikart que explora las implicaciones éticas y filosóficas de diversas ideologías que rechazan el valor inherente y la dignidad de la vida humana. Weikart argumenta en contra de perspectivas como el ateísmo, el darwinismo social, la eugenesia y la redefinición de la personalidad que socavan la santidad de la vida humana. A través de un análisis riguroso y un contexto histórico, el libro presenta argumentos convincentes para la preservación y protección de la vida humana, destacando la importancia de reconocer el valor intrínseco de cada individuo y defender las consideraciones éticas en la sociedad.",《人类的死亡：生命的案例》是哲学家和生物伦理学家理查德·韦卡特的一本发人深省的书，探讨了拒绝人类生命固有价值和尊严的各种意识形态的伦理和哲学含义。魏卡特反对无神论、社会达尔文主义、优生学以及破坏人类生命神圣性的人格重新定义等观点。通过严格的分析和历史背景，这本书为保存和保护人类生命提供了令人信服的案例，强调了承认每个人的内在价值和维护社会道德考虑的重要性。
69,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",3,../../media/cache/9c/c6/9cc673854af8fd155953384b3cac334e.jpg,49.05,69,57.39,"""The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life"" is a bestselling book by entrepreneur and biohacker Dave Asprey. This book introduces the concept of the Bulletproof Diet, which is a science-based approach to improving one's health, losing weight, and enhancing mental clarity and performance. Asprey combines insights from nutrition, biology, and technology to outline a diet plan that focuses on consuming high-quality fats, avoiding certain food toxins, and incorporating intermittent fasting. The book offers valuable nutritional strategies, meal plans, recipes, and lifestyle recommendations to help readers optimize their physical and mental well-being.","""La dieta a prueba de balas: pierda hasta una libra por día, recupere energía y concéntrese, mejore su vida"" es un libro superventas del empresario y biohacker Dave Asprey. Este libro presenta el concepto de dieta a prueba de balas, que es un enfoque basado en la ciencia para mejorar la salud, perder peso y mejorar la claridad mental y el rendimiento. Asprey combina conocimientos de nutrición, biología y tecnología para delinear un plan de dieta que se centra en consumir grasas de alta calidad, evitar ciertas toxinas alimentarias e incorporar el ayuno intermitente. El libro ofrece valiosas estrategias nutricionales, planes de alimentación, recetas y recomendaciones de estilo de vida para ayudar a los lectores a optimizar su bienestar físico y mental.",《防弹饮食：每天减重一磅，恢复精力和注意力，升级你的生活》是企业家兼生物黑客戴夫·阿斯普雷 (Dave Asprey) 的畅销书。本书介绍了防弹饮食的概念，这是一种基于科学的方法，用于改善健康、减肥、提高思维清晰度和表现。 Asprey 结合了营养学、生物学和技术的见解，概述了一个饮食计划，重点是消耗优质脂肪、避免某些食物毒素，并结合间歇性禁食。这本书提供了有价值的营养策略、膳食计划、食谱和生活方式建议，帮助读者优化身心健康。
70,The Art Forger,3,../../media/cache/f5/3b/f53bc7b18914c97de7c23967293be119.jpg,40.76,70,47.69,"""The Art Forger"" is a captivating novel by B.A. Shapiro that delves into the world of art forgery. The story revolves around Claire Roth, a talented artist who gets involved in duplicating a famous painting that was stolen and never recovered. As she delves deeper into the art world, Claire uncovers secrets, scandals, and complex relationships that question the authenticity of the artwork she is recreating. Blending art history with suspense and moral dilemmas, ""The Art Forger"" takes readers on a thrilling journey through the underbelly of the art market, exploring themes of creativity, deception, and personal redemption.","""The Art Forger"" es una novela cautivadora de B.A. Shapiro que se adentra en el mundo de la falsificación de arte. La historia gira en torno a Claire Roth, una talentosa artista que se involucra en la duplicación de un famoso cuadro que fue robado y nunca recuperado. A medida que profundiza en el mundo del arte, Claire descubre secretos, escándalos y relaciones complejas que cuestionan la autenticidad de la obra de arte que está recreando. Combinando la historia del arte con suspenso y dilemas morales, ""The Art Forger"" lleva a los lectores en un emocionante viaje a través de la parte más vulnerable del mercado del arte, explorando temas de creatividad, engaño y redención personal.",《艺术伪造者》是 B.A. 的一部引人入胜的小说。夏皮罗深入研究了艺术品赝品的世界。故事围绕克莱尔·罗斯（Claire Roth）展开，她是一位才华横溢的艺术家，参与复制一幅被盗且从未找回的名画。随着她深入艺术世界，克莱尔发现了一些秘密、丑闻和复杂的关系，这些都对她正在创作的艺术品的真实性提出了质疑。 《艺术伪造者》将艺术史与悬疑和道德困境融为一体，带领读者踏上一段穿越艺术市场软肋的惊心动魄的旅程，探索创造力、欺骗和个人救赎等主题。
71,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,1,../../media/cache/2e/65/2e654066306042f4c462ba4d048650d9.jpg,19.73,71,23.08,"""The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind"" is a thought-provoking book by acclaimed historian Peter Watson. In this work, Watson explores the intellectual, scientific, and cultural developments that took place during the 17th century, a period often considered the birth of the modern era. From the scientific discoveries of luminaries like Isaac Newton and Galileo Galilei to the political and philosophical movements that challenged traditional beliefs, Watson delves into the profound impact this era had on shaping our modern understanding of the world. By analyzing the interconnectedness of various fields such as art, politics, philosophy, and science, ""The Age of Genius"" offers a comprehensive and insightful examination of a pivotal period in human history.","""La era del genio: el siglo XVII y el nacimiento de la mente moderna"" es un libro que invita a la reflexión del aclamado historiador Peter Watson. En este trabajo, Watson explora los desarrollos intelectuales, científicos y culturales que tuvieron lugar durante el siglo XVII, un período a menudo considerado el nacimiento de la era moderna. Desde los descubrimientos científicos de luminarias como Isaac Newton y Galileo Galilei hasta los movimientos políticos y filosóficos que desafiaron las creencias tradicionales, Watson profundiza en el profundo impacto que tuvo esta era en la configuración de nuestra comprensión moderna del mundo. Al analizar la interconexión de diversos campos como el arte, la política, la filosofía y la ciencia, ""La era del genio"" ofrece un examen completo y profundo de un período crucial en la historia de la humanidad.",《天才的时代：十七世纪与现代思想的诞生》是著名历史学家彼得·沃森（Peter Watson）写的一本发人深省的书。在这部作品中，沃森探索了 17 世纪（通常被认为是现代时代诞生的时期）期间知识、科学和文化的发展。从艾萨克·牛顿和伽利略·伽利莱等杰出人物的科学发现，到挑战传统信仰的政治和哲学运动，沃森深入探讨了这个时代对塑造我们现代世界理解的深远影响。 《天才时代》通过分析艺术、政治、哲学、科学等各个领域的相互联系，对人类历史上的一个关键时期进行了全面而深刻的审视。
72,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,5,../../media/cache/da/0c/da0ca35421a5120b2109028e44a53f56.jpg,32.24,72,37.72,"""The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution"" is an enlightening book by William Martin that draws inspiration from the ancient Tao Te Ching and applies its teachings to the world of activism and social change. By bridging the wisdom of Taoism with the challenges of modern activism, Martin offers guidance and contemplative insights for those seeking to effect positive transformation in society. This thought-provoking work encourages readers to embrace principles such as humility, adaptability, and non-attachment, showing how these timeless concepts can be applied to contemporary struggles for justice, equality, and sustainability. Through its blend of ancient wisdom and practical advice, ""The Activist's Tao Te Ching"" offers a valuable perspective for activists looking to create lasting change while maintaining inner peace and balance.","""El Tao Te Ching del activista: antiguos consejos para una revolución moderna"" es un libro esclarecedor de William Martin que se inspira en el antiguo Tao Te Ching y aplica sus enseñanzas al mundo del activismo y el cambio social. Al unir la sabiduría del taoísmo con los desafíos del activismo moderno, Martin ofrece orientación y conocimientos contemplativos para quienes buscan lograr una transformación positiva en la sociedad. Esta obra que invita a la reflexión anima a los lectores a adoptar principios como la humildad, la adaptabilidad y el desapego, mostrando cómo estos conceptos atemporales pueden aplicarse a las luchas contemporáneas por la justicia, la igualdad y la sostenibilidad. A través de su combinación de sabiduría antigua y consejos prácticos, ""El Tao Te Ching del Activista"" ofrece una perspectiva valiosa para los activistas que buscan crear un cambio duradero mientras mantienen la paz interior y el equilibrio.",《活动家的道德经：现代革命的古代建议》是威廉·马丁的一本启发性书籍，它从古代《道德经》中汲取灵感，并将其教义应用于活动主义和社会变革的世界。通过将道家智慧与现代行动主义的挑战联系起来，马丁为那些寻求实现社会积极变革的人们提供了指导和沉思的见解。这部发人深省的作品鼓励读者接受谦逊、适应和不依恋等原则，展示了如何将这些永恒的概念应用于当代争取正义、平等和可持续发展的斗争中。通过融合古老的智慧和实用的建议，《积极分子的道德经》为那些寻求创造持久变革同时保持内心平静与平衡的积极分子提供了宝贵的视角。
73,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,4,../../media/cache/17/19/1719475c51206a410a90fe5f3708df4c.jpg,41.83,73,48.94,"""Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up"" is a bestselling book by Marie Kondo, renowned organizing consultant and author. In this comprehensive guide, Kondo delves into her signature KonMari Method™, offering practical advice and strategies for decluttering and organizing one's living spaces. Filled with helpful illustrations and step-by-step instructions, the book guides readers in discarding unnecessary items, organizing belongings by category, and creating an environment that sparks joy and inspires a sense of calm and order. By emphasizing the importance of cherishing the things we own and surrounding ourselves only with items that bring us joy, ""Spark Joy"" offers a transformative approach to tidiness and offers readers a path toward a more organized and joyful life.","""Spark Joy: Una clase magistral ilustrada sobre el arte de organizar y ordenar"" es un libro superventas de Marie Kondo, reconocida consultora y autora de organización. En esta guía completa, Kondo profundiza en su característico Método KonMari™, ofreciendo consejos prácticos y estrategias para ordenar y organizar los espacios habitables. Lleno de útiles ilustraciones e instrucciones paso a paso, el libro guía a los lectores para que descarten elementos innecesarios, organicen las pertenencias por categorías y creen un ambiente que genere alegría e inspire una sensación de calma y orden. Al enfatizar la importancia de valorar las cosas que poseemos y rodearnos sólo de elementos que nos brinden alegría, ""Spark Joy"" ofrece un enfoque transformador del orden y ofrece a los lectores un camino hacia una vida más organizada y alegre.",《Spark Joy：关于组织和整理艺术的插图大师班》是著名组织顾问和作家近藤麻理惠的畅销书。在这本综合指南中，近藤深入研究了她标志性的 KonMari Method™，为整理和整理生活空间提供了实用的建议和策略。本书充满了有用的插图和分步说明，引导读者丢弃不必要的物品，按类别整理物品，并创造一个激发欢乐、激发平静和秩序感的环境。通过强调珍惜我们拥有的东西并只用能给我们带来快乐的物品包围我们的重要性，《Spark Joy》提供了一种变革性的整洁方法，并为读者提供了一条通往更有条理和快乐的生活的道路。
74,Soul Reader,2,../../media/cache/cc/5e/cc5e82c2205da748c6c19fbc1876586b.jpg,39.58,74,46.31,"There could be several books titled ""Soul Reader"" by different authors. Without further information, it is not possible to provide a specific text for a book titled ""Soul Reader.""","Podría haber varios libros titulados ""Soul Reader"" de diferentes autores. Sin más información, no es posible proporcionar un texto específico para un libro titulado ""Soul Reader"".",可能有几本不同作者题为“Soul Reader”的书。如果没有进一步的信息，就不可能提供名为“Soul Reader”的书的具体文本。
75,Security,2,../../media/cache/79/2b/792bdeb2cf7d8efaef0e401e5a27b4da.jpg,39.25,75,45.92,"There could be multiple books, articles, or topics related to ""Security,"" making it difficult to provide a specific text without further context or clarification. Security is a broad field encompassing various aspects such as personal security, cybersecurity, national security, and more.","Podría haber varios libros, artículos o temas relacionados con la ""Seguridad"", lo que dificulta proporcionar un texto específico sin más contexto o aclaración. La seguridad es un campo amplio que abarca varios aspectos, como la seguridad personal, la ciberseguridad, la seguridad nacional y más.",可能有多本书、文章或主题与“安全”相关，因此在没有进一步上下文或澄清的情况下很难提供特定文本。安全是一个广泛的领域，涵盖个人安全、网络安全、国家安全等各个方面。
76,"Saga, Volume 6 (Saga (Collected Editions) #6)",3,../../media/cache/4a/99/4a996ae54711cea37e370428b54f8b19.jpg,25.02,76,29.27,"""Saga, Volume 6"" is a graphic novel written by Brian K. Vaughan and illustrated by Fiona Staples. It continues the epic space opera story that follows the lives of star-crossed lovers Marko and Alana, who come from warring species. Together with their daughter Hazel and a diverse cast of characters, they navigate through intergalactic conflicts, familial drama, and personal growth in an intricately woven narrative.","""Saga, Volumen 6"" es una novela gráfica escrita por Brian K. Vaughan e ilustrada por Fiona Staples. Continúa la historia épica de la ópera espacial que sigue las vidas de los amantes desamparados Marko y Alana, que provienen de especies en guerra. Junto con su hija Hazel y un elenco diverso de personajes, navegan a través de conflictos intergalácticos, dramas familiares y crecimiento personal en una narrativa intrincadamente tejida.",《传奇，第 6 卷》是布莱恩·K·沃恩 (Brian K. Vaughan) 撰写、菲奥娜·斯台普斯 (Fiona Staples) 插画的图画小说。它延续了史诗般的太空歌剧故事，讲述了来自交战物种的不幸恋人马科和阿拉娜的生活。他们与女儿黑兹尔以及形形色色的角色一起，在错综复杂的叙事中穿越星际冲突、家庭戏剧和个人成长。
77,"Saga, Volume 5 (Saga (Collected Editions) #5)",2,../../media/cache/60/3c/603c8f3dd299efe67616a53e5bfb1d03.jpg,51.04,77,59.72,"""Saga, Volume 5"" is a graphic novel written by Brian K. Vaughan and illustrated by Fiona Staples. It is a continuation of the ongoing space opera series that follows the adventures and struggles of Marko, Alana, and their daughter Hazel, along with a diverse group of characters from various intergalactic factions. Volume 5 delves deeper into the complexities of their journey, exploring themes of war, love, family, and identity, while maintaining the distinct blend of emotional storytelling and stunning artwork that has made Saga a beloved series.","""Saga, Volumen 5"" es una novela gráfica escrita por Brian K. Vaughan e ilustrada por Fiona Staples. Es una continuación de la serie de ópera espacial en curso que sigue las aventuras y luchas de Marko, Alana y su hija Hazel, junto con un grupo diverso de personajes de varias facciones intergalácticas. El volumen 5 profundiza en las complejidades de su viaje, explorando temas de guerra, amor, familia e identidad, al tiempo que mantiene la combinación distintiva de narración emocional y obras de arte impresionantes que han hecho de Saga una serie querida.",《传奇，第 5 卷》是布莱恩·K·沃恩 (Brian K. Vaughan) 撰写、菲奥娜·斯台普斯 (Fiona Staples) 插画的图画小说。这是正在进行的太空歌剧系列的延续，讲述了马可、阿拉娜和他们的女儿黑兹尔以及来自不同星际派系的不同角色的冒险和斗争。第五卷深入探讨了他们旅程的复杂性，探索了战争、爱情、家庭和身份等主题，同时保持了情感故事讲述和令人惊叹的艺术作品的独特融合，这使得《传奇》成为深受喜爱的系列。
78,Reskilling America: Learning to Labor in the Twenty-First Century,2,../../media/cache/2c/d2/2cd2b814b8a8cd3a49895cbd13a8b1f4.jpg,19.83,78,23.2,"""Reskilling America: Learning to Labor in the Twenty-First Century"" is a book written by Katherine S. Newman and Hella Winston. The book examines the challenges and opportunities in the U.S. labor market, particularly focusing on the need for individuals to continuously learn and acquire new skills to adapt to rapidly changing economic conditions. It explores various aspects such as the importance of vocational education, apprenticeships, and lifelong learning to ensure a successful workforce in the modern era.","""Recapacitación en Estados Unidos: aprender a trabajar en el siglo XXI"" es un libro escrito por Katherine S. Newman y Hella Winston. El libro examina los desafíos y oportunidades en el mercado laboral estadounidense, enfocándose particularmente en la necesidad de que las personas aprendan y adquieran continuamente nuevas habilidades para adaptarse a las condiciones económicas que cambian rápidamente. Explora varios aspectos, como la importancia de la educación vocacional, la formación de aprendices y el aprendizaje permanente para garantizar una fuerza laboral exitosa en la era moderna.",《重新培训美国：二十一世纪学习劳动》是凯瑟琳·S·纽曼和海拉·温斯顿撰写的一本书。该书探讨了美国劳动力市场的挑战和机遇，特别关注个人不断学习和获得新技能以适应快速变化的经济条件的需要。它探讨了职业教育、学徒制和终身学习的重要性等各个方面，以确保现代时代的成功劳动力。
79,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",3,../../media/cache/d5/d0/d5d015a9cf899301cce5d1a629bdd974.jpg,50.4,79,58.97,"The text of ""Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)"" is a graphic novel written by Kurtis J. Wiebe with artwork by Tess Fowler. The story follows a group of foul-mouthed, strong-willed, and badass female adventurers known as the Rat Queens as they face off against a new demonic threat in the fantasy world of Palisade. Volume 3 explores the personal histories and vulnerabilities of the Rat Queens, delves into their intricate relationships, and showcases their fierce battles against supernatural foes. With its blend of humor, action, and character development, ""Rat Queens"" continues to be a highly regarded series in the fantasy genre.","El texto de ""Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)"" es una novela gráfica escrita por Kurtis J. Wiebe con ilustraciones de Tess Fowler. La historia sigue a un grupo de aventureras malhabladas, tenaces y rudas conocidas como Rat Queens mientras se enfrentan a una nueva amenaza demoníaca en el mundo de fantasía de Palisade. El volumen 3 explora las historias personales y las vulnerabilidades de las Rat Queens, profundiza en sus intrincadas relaciones y muestra sus feroces batallas contra enemigos sobrenaturales. Con su mezcla de humor, acción y desarrollo de personajes, ""Rat Queens"" sigue siendo una serie de gran prestigio en el género de fantasía.",《Rat Queens，第 3 卷：恶魔（Rat Queens（合集版）#11-15）”的文本是由 Kurtis J. Wiebe 撰写、Tess Fowler 创作的图画小说。故事讲述了一群满嘴脏话、意志坚强、被称为“鼠女王”的坏女人冒险家在帕利塞德的奇幻世界中对抗新的恶魔威胁的故事。第三卷探讨了鼠后的个人历史和弱点，深入探讨了他们错综复杂的关系，并展示了他们与超自然敌人的激烈战斗。凭借幽默、动作和角色发展的融合，《老鼠女王》仍然是奇幻类型中备受推崇的系列作品。
80,"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",5,../../media/cache/6c/8f/6c8ffe949fb650ba60eff25be1692881.jpg,13.61,80,15.92,"The text of ""Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)"" is a manga written and illustrated by Akiko Higashimura. This omnibus includes the first two volumes of the series and follows the story of Tsukimi Kurashita, an introverted and socially awkward girl who lives with a group of fellow female otaku in an apartment complex called Amamizukan. Their peaceful lives are interrupted when a stylish and fashionable woman named Kuranosuke Koibuchi enters their world, leading to unexpected and humorous encounters. ""Princess Jellyfish"" explores themes of self-discovery, acceptance, and the challenges of navigating societal norms.","El texto de ""Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)"" es un manga escrito e ilustrado por Akiko Higashimura. Este ómnibus incluye los dos primeros volúmenes de la serie y sigue la historia de Tsukimi Kurashita, una chica introvertida y socialmente incómoda que vive con un grupo de compañeras otaku en un complejo de apartamentos llamado Amamizukan. Sus pacíficas vidas se ven interrumpidas cuando una mujer elegante y a la moda llamada Kuranosuke Koibuchi entra en su mundo, lo que lleva a encuentros inesperados y divertidos. ""Princess Jellyfish"" explora temas de autodescubrimiento, aceptación y los desafíos de navegar las normas sociales.",《水母公主二合一总集第 01 卷（水母公主二合一总集 #1）》的正文是由东村晶子创作并插画的漫画。这部综合集包括该系列的前两卷，讲述了仓下月见的故事，她是一个性格内向、不善社交的女孩，与一群女宅男住在一栋名为天水馆的公寓里。当一位名叫小渊藏之介的时尚女性闯入他们的世界时，他们平静的生活被打破，并引发了意想不到的幽默遭遇。 《水母公主》探讨了自我发现、接受以及应对社会规范的挑战等主题。
81,Princess Between Worlds (Wide-Awake Princess #5),5,../../media/cache/db/01/db01b38d3200a5faff4ead42791416e4.jpg,13.34,81,15.61,"The text of ""Princess Between Worlds (Wide-Awake Princess #5)"" is a young adult fantasy novel written by E.D. Baker. The book is a part of the ""Wide-Awake Princess"" series and follows the adventures of Princess Annie, who possesses the ability to break curses with a simple touch. In this installment, Annie finds herself transported to the magical land of Aloria, where she encounters talking horses, dragons, and other fantastical creatures. As she navigates this new world, Annie must use her unique abilities to unravel the mystery of why she was brought to Aloria and find her way back home. ""Princess Between Worlds"" combines elements of fairy tales, humor, and a resourceful heroine to create an enchanting and whimsical story.","El texto de ""Princess Between Worlds (Wide-Awake Princess #5)"" es una novela de fantasía para adultos jóvenes escrita por E.D. Panadero. El libro es parte de la serie ""Wide-Awake Princess"" y sigue las aventuras de la princesa Annie, quien posee la capacidad de romper maldiciones con un simple toque. En esta entrega, Annie se ve transportada a la tierra mágica de Aloria, donde se encuentra con caballos parlantes, dragones y otras criaturas fantásticas. Mientras navega por este nuevo mundo, Annie debe usar sus habilidades únicas para desentrañar el misterio de por qué fue llevada a Aloria y encontrar el camino de regreso a casa. ""Princess Between Worlds"" combina elementos de cuentos de hadas, humor y una heroína ingeniosa para crear una historia encantadora y caprichosa.",《世界之间的公主（清醒的公主#5）》的文本是E.D. 撰写的一部青少年奇幻小说。贝克.这本书是“清醒的公主”系列的一部分，讲述了安妮公主的冒险故事，她拥有通过简单的触摸就能打破诅咒的能力。在本集中，安妮发现自己被传送到了阿洛里亚的神奇土地，在那里她遇到了会说话的马、龙和其他奇幻生物。在探索这个新世界时，安妮必须利用她独特的能力解开她被带到阿洛里亚的谜团，并找到回家的路。 《异界公主》结合了童话、幽默和足智多谋的女主角的元素，创造了一个迷人而异想天开的故事。
82,"Pop Gun War, Volume 1: Gift",1,../../media/cache/6f/7b/6f7b3b8445b943f4ff7426360daefb88.jpg,18.97,82,22.19,"The text of ""Pop Gun War, Volume 1: Gift"" is a graphic novel written and illustrated by Farel Dalrymple. The story is set in a fictional city and follows the misadventures of a young boy named Sinclair. After stealing a pair of angel wings, Sinclair embarks on a surreal and magical journey, encountering a variety of eccentric characters and experiencing the complexities of urban life. ""Pop Gun War"" explores themes of identity, friendship, and the search for meaning in a visually stunning and thought-provoking narrative.","El texto de ""Pop Gun War, Volumen 1: Gift"" es una novela gráfica escrita e ilustrada por Farel Dalrymple. La historia está ambientada en una ciudad ficticia y sigue las desventuras de un joven llamado Sinclair. Después de robar un par de alas de ángel, Sinclair se embarca en un viaje mágico y surrealista, encontrándose con una variedad de personajes excéntricos y experimentando las complejidades de la vida urbana. ""Pop Gun War"" explora temas de identidad, amistad y búsqueda de significado en una narrativa visualmente impresionante y que invita a la reflexión.",《流行枪战，第一卷：礼物》的文本是由 Farel Dalrymple 创作并绘制插图的图画小说。故事发生在一个虚构的城市，讲述了一个名叫辛克莱的小男孩的不幸经历。偷走一对天使翅膀后，辛克莱踏上了一段超现实而神奇的旅程，遇到了各种古怪的人物，体验了城市生活的复杂性。 《Pop Gun War》以令人惊叹的视觉效果和发人深省的叙事方式探讨了身份、友谊和寻找意义的主题。
